compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status
Methaqualone,NA,Sedative-hypnotic,GABA-A receptor (likely a distinct site from benzodiazepines),Insomnia (historical),Approved,1954,1984,Abuse/dependence/overdose,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CC1=CC=CC=C1N2C(=NC3=CC=CC=C3C2=O)C,JEYCTXHKTXCGPB-UHFFFAOYSA-N,6292,OK
Glutethimide,NA,Sedative-hypnotic,GABA-A receptor modulation,Insomnia (historical),Approved,1955,1980,Abuse/dependence/overdose,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CCC1(CCC(=O)NC1=O)C2=CC=CC=C2,JMBQKKAJIKAWKF-UHFFFAOYSA-N,3487,OK
Methyprylon,NA,Sedative-hypnotic,GABA-A receptor modulation,Insomnia (historical),Approved,1955,1979,Abuse/dependence/overdose,market_withdrawal,CNS,tox_safety,other_safety_or_unknown,Withdrawn / restricted for safety,CCC1(C(=O)C(CNC1=O)C)CC,SIDLZWOQUZRBRU-UHFFFAOYSA-N,4162,OK
Indalpine,NA,SSRI,Serotonin Transporter (SERT),Depression,Approved,1983 (France),1985,"Hematologic toxicity (e.g., neutropenia/agranulocytosis reports)",market_withdrawal,CNS,tox_safety,hematologic_toxicity,Withdrawn / restricted for safety,C1CNCCC1CCC2=CNC3=CC=CC=C32,SADQVAVFGNTEOD-UHFFFAOYSA-N,44668,OK
Alpidem,NA,Anxiolytic,GABA-A receptor (_1_ subunit selective PAM),Anxiety,Approved,1991 (France),1995,Hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CCCN(CCC)C(=O)CC1=C(N=C2N1C=C(C=C2)Cl)C3=CC=C(C=C3)Cl,JRTIDHTUMYMPRU-UHFFFAOYSA-N,54897,OK
Clioquinol,NA,Antimicrobial,Metal ion chelator (zinc/copper); interferes with proteasome activity,GI infections (historical),Approved,1934,1970,Subacute myelo-optic neuropathy (SMON) association,market_withdrawal,CNS,tox_safety,neurotoxicity,Withdrawn / restricted for safety,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,QCDFBFJGMNKBDO-UHFFFAOYSA-N,2788,OK
Dextropropoxyphene,Dextropropoxyphene (EU withdrawal; overlaps propoxyphene),Opioid agonist,_-opioid receptor,Pain,Approved,1957,2009,Overdose toxicity / cardiac conduction issues,market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCC(=O)O[C@](CC1=CC=CC=C1)(C2=CC=CC=C2)[C@H](C)CN(C)C,XLMALTXPSGQGBX-GCJKJVERSA-N,10100,OK
Thalidomide,Thalidomide (historical withdrawal; now reintroduced with controls),Immunomodulatory,Cereblon (CRBN) (part of an E3 ubiquitin ligase complex),Nausea/sedation historically,Approved,1998,1961,Teratogenicity,market_withdrawal,CNS,tox_safety,developmental_toxicity,Withdrawn / restricted for safety,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,UEJJHQNACJXSKW-UHFFFAOYSA-N,5426,OK
Practolol,NA,Beta-blocker,_1_-adrenergic receptor,CV,Approved,1970 (UK),1975,Oculomucocutaneous syndrome (systemic tox),market_withdrawal,CNS,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,DURULFYMVIFBIR-UHFFFAOYSA-N,4883,OK
Tolrestat,NA,Aldose reductase inhibitor,Aldose reductase,Diabetic neuropathy,Approved,1989 (Canada),1997,Hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,LUBHDINQXIHVLS-UHFFFAOYSA-N,53359,OK
Bromfenac,NA,NSAID,Cyclooxygenase (COX) enzymes,Pain,Approved,1997,1998,Severe liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)O,ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,60726,OK
Trovafloxacin,NA,Fluoroquinolone,DNA gyrase and Topoisomerase IV,Infection,Approved,1997,1999,Severe hepatotoxicity,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,C1[C@@H]2[C@@H](C2N)CN1C3=C(C=C4C(=O)C(=CN(C4=N3)C5=C(C=C(C=C5)F)F)C(=O)O)F,WVPSKSLAZQPAKQ-SOSAQKQKSA-N,62959,OK
Sitaxentan,NA,Endothelin antagonist,Endothelin A (ET-A) receptor,PAH,Approved,2006 (EU),2010,Severe liver injury,market_withdrawal,CNS,tox_safety,hepatotoxicity,Withdrawn / restricted for safety,CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,PHWXUGHIIBDVKD-UHFFFAOYSA-N,216235,OK
Ticlopidine,NA,Antiplatelet,P2Y-12 receptor (irreversible ADP receptor antagonist),Stroke prevention,Approved,1991,1990s-2000s,TTP / neutropenia (usage largely displaced/restricted),restricted,CNS,tox_safety,hematologic_toxicity,Withdrawn / restricted for safety,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,PHWBOXQYWZNQIN-UHFFFAOYSA-N,5472,OK
Fenoterol,NA,_2_ agonist,_2_-adrenergic receptor,Asthma,Approved,1971 (Germany),1990s,Increased mortality signal (regional actions),restricted,CNS,risk_benefit,respiratory_toxicity,Withdrawn / restricted for safety,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O,LSLYOANBFKQKPT-UHFFFAOYSA-N,3343,OK
Ondansetron,Ondansetron (high-dose IV restrictions),5-HT3 antagonist,5-HT3 receptor,Antiemetic,Approved,1991,2012,QT prolongation (dose-dependent risk),restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,FELGMEQIXOGIFQ-UHFFFAOYSA-N,4595,OK
Erythromycin,Erythromycin (risk management),Macrolide antibiotic,50S ribosomal subunit; also Motilin receptor agonist,Infection,Approved,1952,2017/2022,QT prolongation / torsades risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,12560,OK
Clarithromycin,Clarithromycin (risk management),Macrolide antibiotic,50S ribosomal subunit,Infection,Approved,1991,2018,QT prolongation / arrhythmia risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,84029,OK
Halofantrine,NA,Antimalarial,Mechanism not fully clear; inhibits hemozoin formation,Malaria,Approved,1992,early 2000s,QT prolongation / arrhythmias,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O,FOHHNHSLJDZUGQ-UHFFFAOYSA-N,37393,OK
Pentamidine,NA,Antiprotozoal,Binds to DNA minor groove; inhibits topoisomerases,"Pneumocystis, leishmaniasis",Approved,1984,1990-1991,QT prolongation / torsades risk,restricted,Infectious,tox_safety,cardiotoxicity,Withdrawn / restricted for safety,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,XDRYMKDFEDOLFX-UHFFFAOYSA-N,4735,OK
BIA-10-2474,NA,FAAH inhibitor,Fatty Acid Amide Hydrolase (FAAH) (Irreversible inhibitor),Pain,Phase 1,NA,2016,Severe neurotoxicity,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,CN(C1CCCCC1)C(=O)N2C=C(N=C2)C3=C[N+](=CC=C3)[O-],DOWVMJFBDGWVML-UHFFFAOYSA-N,46831476,OK
Firazorexton,Firazorexton (TAK-994),Orexin-2 agonist,Orexin-2 (OX2) receptor,Narcolepsy,Phase 2,NA,2021,Drug-induced liver injury,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC(C)(C(=O)N1CC[C@@H]([C@@H]1CC2=C(C(=CC=C2)C3=CC(=CC(=C3)F)F)F)NS(=O)(=O)C)O,VOSAWOSMGPKQEQ-OALUTQOASA-N,137460733,OK
Fasiglifam,Fasiglifam (TAK-875),GPR40 agonist,G protein-coupled receptor 40 (GPR40),T2D,Phase 3,NA,2013,Idiosyncratic DILI,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)[C@@H](CO4)CC(=O)O)C)OCCCS(=O)(=O)C,BZCALJIHZVNMGJ-HSZRJFAPSA-N,24857286,OK
LY2886721,NA,BACE1 inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer,Phase 2,NA,2013,Liver enzyme elevations,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1[C@H]2CSC(=N[C@]2(CO1)C3=C(C=CC(=C3)NC(=O)C4=NC=C(C=C4)F)F)N,NIDRNVHMMDAAIK-YPMLDQLKSA-N,49837968,OK
Umibecestat,NA,BACE1 inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),AD prevention,Phase 2/3,NA,2019,Cognitive worsening,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,C[C@]1(CO[C@@](C(=N1)N)(C)C(F)(F)F)C2=C(C=CC(=N2)NC(=O)C3=C(C=C(C=N3)C(F)(F)F)Cl)F,PSBBWFNMHDUTRH-DLBZAZTESA-N,88602735,OK
MK-3207,NA,CGRP antagonist,Calcitonin gene-related peptide (CGRP) receptor,Migraine,Phase 2,NA,2009,Liver enzyme elevations (DILI concern; first-gen gepant class),clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1CCC2(C1)C(=O)N([C@@H](CN2)C3=CC(=CC(=C3)F)F)CC(=O)NC4=CC5=C(C[C@@]6(C5)C7=C(NC6=O)N=CC=C7)C=C4,AZAANWYREOQRFB-SETSBSEESA-N,25019940,OK
BI 44370,NA,CGRP antagonist,Calcitonin gene-related peptide (CGRP) receptor,Migraine,Phase 2,NA,2013,Hepatotoxicity,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=CC(=CC(=C1O)C)C[C@H](C(=O)N2CCC(CC2)N3CCOCC3)OC(=O)N4CCC(CC4)N5CCC6=CC=CC=C6NC5=O,HTLWMOKBJQKDIJ-WJOKGBTCSA-N,23654987,OK
Pexacerfont,NA,CRF1 antagonist,Corticotropin-releasing factor receptor 1 (CRF$_1$),Depression,Phase 2/3,NA,2010,Liver abnormalities,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,CC[C@@H](C)NC1=NC(=NC2=C(C(=NN21)C)C3=C(N=C(C=C3)OC)C)C,LBWQSAZEYIZZCE-SNVBAGLBSA-N,9884366,OK
R121919,NA,CRF1 antagonist,Corticotropin-releasing factor receptor 1 (CRF$_1$),Depression,Phase 2,NA,2006,Liver enzyme elevations,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CCCN(CCC)C1=CC(=NC2=C(C(=NN12)C)C3=CN=C(C=C3C)N(C)C)C,ANNRUWYFVIGKHA-UHFFFAOYSA-N,9821250,OK
Traxoprodil,"Traxoprodil (CP-101,606)",NMDA NR2B antagonist,NMDA receptor GluN2B (NR2B) subunit,Neuropsychiatric,Phase 2,NA,2010,QT liability,clinical_failure,CNS,tox_safety,cardiotoxicity,Discontinued for safety/tox,C[C@@H]([C@H](C1=CC=C(C=C1)O)O)N2CCC(CC2)(C3=CC=CC=C3)O,QEMSVZNTSXPFJA-HNAYVOBHSA-N,219101,OK
AMG-517,NA,TRPV1 antagonist,Transient receptor potential vanilloid 1 (TRPV1),Pain,Phase 1,NA,2007,Hyperthermia; also poor solubility/biopharm constraints,clinical_failure,CNS,tox_safety,other_safety_or_unknown,Discontinued for safety/tox,CC(=O)NC1=NC2=C(C=CC=C2S1)OC3=NC=NC(=C3)C4=CC=C(C=C4)C(F)(F)F,YUTIXVXZQIQWGY-UHFFFAOYSA-N,16007367,OK
MCC950,NA,NLRP3 inhibitor,NLRP3 inflammasome,Inflammatory disease,Phase 2,NA,2020,Hepatotoxicity,clinical_failure,Immunology,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC(C)(C1=COC(=C1)S(=O)(=O)NC(=O)NC2=C3CCCC3=CC4=C2CCC4)O,HUUSXLKCTQDPGL-UHFFFAOYSA-N,9910393,OK
Zelnecirnon,Zelnecirnon (RPT193),CCR4 antagonist,C-C chemokine receptor type 4 (CCR4),Inflammatory disease,Phase 2,NA,2024,Severe liver injury,clinical_failure,Immunology,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=C(C(=NC(=N1)N2CC(C2)[C@H]3CCCN(C3)C4CC(C4)(C)C(=O)O)N[C@H](C)C5=C(C=C(C=C5)Cl)Cl)Cl,ANPSFQZLPNWKHR-PRZTZBHNSA-N,139344142,OK
AB-506,NA,HBV capsid inhibitor,Hepatitis B virus (HBV) core protein,Hepatitis B,Phase 1,NA,2019,ALT flares/liver injury,clinical_failure,Infectious,tox_safety,hepatotoxicity,Discontinued for safety/tox,CN1C=NC(=N1)COC(=O)N[C@H]2CCC3=C(C=CC(=C23)F)C(=O)NC4=CC(=C(C=C4)F)Cl,DMJDVZSGLNPLSS-KRWDZBQOSA-N,142433688,OK
Taranabant,NA,CB1 inverse agonist,Cannabinoid receptor 1 (CB1),Obesity,Phase 3,NA,2008,Psychiatric adverse effects,clinical_failure,Metabolic,tox_safety,neurotoxicity,Discontinued for safety/tox,C[C@@H]([C@@H](CC1=CC=C(C=C1)Cl)C2=CC=CC(=C2)C#N)NC(=O)C(C)(C)OC3=NC=C(C=C3)C(F)(F)F,QLYKJCMUNUWAGO-GAJHUEQPSA-N,11226090,OK
Otenabant,NA,CB1 antagonist,Cannabinoid receptor 1 (CB1),Obesity,Phase 2,NA,2009,CNS safety concern,clinical_failure,Metabolic,tox_safety,neurotoxicity,Discontinued for safety/tox,CCNC1(CCN(CC1)C2=NC=NC3=C2N=C(N3C4=CC=C(C=C4)Cl)C5=CC=CC=C5Cl)C(=O)N,UNAZAADNBYXMIV-UHFFFAOYSA-N,10052040,OK
BMS-986020,NA,LPA1 antagonist,Lysophosphatidic acid receptor 1 (LPA1),Idiopathic pulmonary fibrosis,Phase 2,NA,2018,Hepatobiliary toxicity,clinical_failure,Respiratory,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=NOC(=C1NC(=O)O[C@H](C)C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5(CC5)C(=O)O,GQBRZBHEPUQRPL-LJQANCHMSA-N,49792850,OK
LY3023703,NA,mPGES-1 inhibitor,Microsomal prostaglandin E synthase-1 (mPGES-1),Pain,Phase 1,NA,2018,Reactive metabolite DILI,clinical_failure,Pain,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=C(N=C(N1)NC(=O)C2=C(N=CC(=C2)CNC(=O)C(C)C)C(F)F)C3=CC=C(C=C3)C(F)(F)F,BZYSILFNUIGABU-UHFFFAOYSA-N,71059525,OK
LY3031207,NA,mPGES-1 inhibitor,Microsomal prostaglandin E synthase-1 (mPGES-1),Pain,Phase 1,NA,2019,Phase 1 DILI,clinical_failure,Pain,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC(C)(C)C(=O)NCC1=CC(=C(C=C1)Cl)C(=O)NC2=NC=CN2,MBAHGUNQNAJTLD-UHFFFAOYSA-N,57382526,OK
GT-1,NA,Antibiotic,Bacterial Siderophore-Cephalosporin conjugate (targets cell wall),FIH volunteers,Phase 1,NA,2018,Safety signal,clinical_failure,Infectious,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC(C)(C(=O)O)O/N=C(/C1=C(SC(=N1)N)Cl)\C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CN=C(C(=C4)NCCNC(=O)C5=CC(=O)C(=CN5O)O)N)C(=O)[O-],WUCKZQNKKIJUSF-UVXYUCGCSA-N,145283404,OK
Aleglitazar,NA,PPAR agonist,Dual PPAR$\alpha$ and PPARgamma receptors,T2D,Phase 3,NA,2013,HF/renal imbalance,clinical_failure,Metabolic,tox_safety,renal_toxicity,Discontinued for safety/tox,CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=C4C=CSC4=C(C=C3)C[C@@H](C(=O)O)OC,DAYKLWSKQJBGCS-NRFANRHFSA-N,10274777,OK
Ragaglitazar,NA,PPAR agonist,Dual PPARalpha and PPAR$\gamma$ receptors,T2D,Phase 2,NA,2003,Carcinogenicity signal,clinical_failure,Metabolic,tox_safety,carcinogenicity,Discontinued for safety/tox,CCO[C@H](CC1=CC=C(C=C1)OCCN2C3=CC=CC=C3OC4=CC=CC=C42)C(=O)O,WMUIIGVAWPWQAW-XMMPIXPASA-N,128814,OK
Danuglipron,NA,GLP-1 agonist,Glucagon-like peptide-1 (GLP-1) receptor,Obesity/T2D,Phase 2,NA,2025,Liver injury signal,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,C1CO[C@@H]1CN2C3=C(C=CC(=C3)C(=O)O)N=C2CN4CCC(CC4)C5=NC(=CC=C5)OCC6=C(C=C(C=C6)C#N)F,HYBAKUMPISVZQP-DEOSSOPVSA-N,134611040,OK
Lotiglipron,NA,GLP-1 agonist,Glucagon-like peptide-1 (GLP-1) receptor,Obesity/T2D,Phase 1/2,NA,2023,Liver transaminase elevations,clinical_failure,Metabolic,tox_safety,hepatotoxicity,Discontinued for safety/tox,C[C@@]1(OC2=CC=CC(=C2O1)C3CCN(CC3)CC4=NC5=C(N4C[C@@H]6CCO6)C=C(C=C5)C(=O)O)C7=NC=C(C=C7)Cl,SVPYZAJTWFQTSM-UGDMGKLASA-N,146609022,OK
Azelaprag,NA,APJ agonist,Apelin receptor (APJ),Heart Failure (HFrEF),Phase 2,NA,2023,Discontinued due to liver toxicity (liver safety concerns),clinical_failure,Cardiovascular,tox_safety,hepatotoxicity,Discontinued for safety/tox,CC1=CC(=CN=C1)C2=NN=C(N2C3=C(C=CC=C3OC)OC)NS(=O)(=O)[C@@H](C)[C@H](C)C4=NC=C(C=N4)C,DOMQFIFVDIAOOT-ROUUACIJSA-N,122702529,OK
Beloranib,NA,MetAP2 inhibitor,Methionine aminopeptidase 2 (MetAP2),Obesity/PWS,Phase 3,NA,2016,Thrombotic events (Pulmonary embolism/deaths),clinical_failure,Metabolic,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)/C=C/C4=CC=C(C=C4)OCCN(C)C)OC)C,ZEZFKUBILQRZCK-MJSCXXSSSA-N,6918502,OK
ZGN-1061,NA,MetAP2 inhibitor,Methionine aminopeptidase 2 (MetAP2),Obesity/Diabetes,Phase 2,NA,2026,Strategic exit due to class-wide safety concerns,clinical_failure,Metabolic,tox_safety,cardiotoxicity,Discontinued for safety/tox,CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)OC(=O)N4CC(C4)CCN5CCOCC5)OC)C,QJWJPMLDQYEPPW-AUKZVGPFSA-N,126573394,OK
Balicatib,NA,Cathepsin-K inhibitor,Cathepsin K enzyme,Osteoporosis,Phase 2,NA,2006,Dermatologic toxicity,clinical_failure,Metabolic,tox_safety,dermal_toxicity,Discontinued for safety/tox,CCCN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3(CCCCC3)C(=O)NCC#N,LLCRBOWRJOUJAE-UHFFFAOYSA-N,10201696,OK
Viquidacin,NA,Topoisomerase inh.,Bacterial Type II Topoisomerases,Antibiotic,Phase 1,NA,2010,QT prolongation,clinical_failure,Infectious,tox_safety,cardiotoxicity,Discontinued for safety/tox,COC1=CC2=C(C(=CN=C2C=C1)F)[C@H](CC[C@@H]3CCN(C[C@@H]3C(=O)O)CCSC4=CC=CS4)O,USGHRRVFKSLEJT-WVBUVRCRSA-N,11591505,OK
Tozadenant,NA,A2A antagonist,Adenosine A2A receptor,Parkinson,Phase 3,NA,2017,Agranulocytosis,clinical_failure,CNS,tox_safety,hematologic_toxicity,Discontinued for safety/tox,CC1(CCN(CC1)C(=O)NC2=NC3=C(C=CC(=C3S2)N4CCOCC4)OC)O,XNBRWUQWSKXMPW-UHFFFAOYSA-N,11618368,OK
Semagacestat,NA,g-Secretase inhibitor,_-secretase complex,Alzheimer,Phase 3,NA,2010,Cognitive worsening/systemic toxicity,clinical_failure,CNS,tox_safety,tumorigenecity_toxicity / neurotoxicity,Discontinued for safety/tox,C[C@@H](C(=O)N[C@H]1C2=CC=CC=C2CCN(C1=O)C)NC(=O)[C@H](C(C)C)O,PKXWXXPNHIWQHW-RCBQFDQVSA-N,9843750,OK
Avagacestat,NA,g-Secretase inhibitor,_-secretase complex,Alzheimer,Phase 2,NA,2012,Tolerability liabilities,clinical_failure,CNS,tox_safety,tumorigenecity_toxicity / GI toxicity,Discontinued for safety/tox,C1=CC(=CC=C1S(=O)(=O)N(CC2=C(C=C(C=C2)C3=NOC=N3)F)[C@H](CCC(F)(F)F)C(=O)N)Cl,XEAOPVUAMONVLA-QGZVFWFLSA-N,46883536,OK
LY2811376,NA,BACE1 inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer,Phase 1,NA,2011,Ocular toxicity,clinical_failure,CNS,tox_safety,other_safety_or_unknown,Discontinued for safety/tox,C[C@]1(CCSC(=N1)N)C2=C(C=C(C(=C2)C3=CN=CN=C3)F)F,MJQMRGWYPNIERM-HNNXBMFYSA-N,44251605,OK
Almorexant,NA,Dual orexin antagonist,Orexin-1 and Orexin-2 (OX1/OX2) receptors,Insomnia,Phase 3,NA,2011,Transient liver enzyme elevations / hepatic safety concerns,clinical_failure,CNS,tox_safety,hepatotoxicity,Discontinued for safety/tox,CNC(=O)[C@@H](C1=CC=CC=C1)N2CCC3=CC(=C(C=C3[C@@H]2CCC4=CC=C(C=C4)C(F)(F)F)OC)OC,DKMACHNQISHMDN-RPLLCQBOSA-N,23727689,OK
Encenicline,Encenicline (EVP-6124),nAChR partial agonist,_7_ nicotinic acetylcholine receptor,Cognitive impairment in schizophrenia,Phase 3,NA,2015,Rare serious GI adverse events prompted suspension in AD program; schizophrenia Phase 3 failed endpoints,clinical_failure,CNS,tox_safety,GI toxicity,Discontinued for safety/tox,C1CN2CCC1[C@H](C2)NC(=O)C3=CC4=C(S3)C(=CC=C4)Cl,SSRDSYXGYPJKRR-ZDUSSCGKSA-N,46196517,OK
TPI-287,NA,Microtubule stabilizer,Microtubules (taxane derivative),Alzheimer,Phase 1,NA,2013,neurotoxicity,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,CC1=C2[C@@H]([C@H]3[C@@]4([C@H](C[C@@H]5[C@]([C@H]4[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](CC(C)C)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO5)OC(=O)C)OC(O3)C=C)C)OC(=O)C,FDTAUJJRHBRHIJ-FDJAAIFISA-N,11564168,OK
Rolofylline,NA,A1 antagonist,Adenosine A1 receptor,Heart failure,Phase 3,NA,2009,Seizures,clinical_failure,Cardiovascular,efficacy,efficacy_failure,Discontinued for efficacy,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C34C[C@@H]5C[C@H](C3)CC4C5,PJBFVWGQFLYWCB-QUYAXPHCSA-N,11948288,OK
CX717,NA,Ampakine,AMPA-type glutamate receptors (Positive Allosteric Modulator),CNS disorders,Phase 2,NA,2006,Toxicology signal,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,C1COCCN1C(=O)C2=CC3=NON=C3C=C2,KFRQROSRKSVROW-UHFFFAOYSA-N,3323368,OK
Talampanel,NA,AMPA antagonist,AMPA-type glutamate receptors (Non-competitive antagonist),Epilepsy,Phase 2,NA,2010,Dizziness/CNS AEs,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,C[C@@H]1CC2=CC3=C(C=C2C(=NN1C(=O)C)C4=CC=C(C=C4)N)OCO3,JACAAXNEHGBPOQ-LLVKDONJSA-N,164509,OK
MK-0777,NA,GABA-A modulator,GABA-A receptor (_2_/_3_ subunit selective),Schizophrenia,Phase 2,NA,2010,Sedation/CNS AEs,clinical_failure,CNS,tox_safety,neurotoxicity,Discontinued for safety/tox,CCN1C(=NC=N1)COC2=NN3C(=NN=C3C4=CC=CC=C4F)C=C2C(C)(C)C,QKIWQBLNTSQOLY-UHFFFAOYSA-N,9908684,OK
PF-04447943,NA,PDE9 inhibitor,Phosphodiesterase-9 (PDE9),Alzheimer,Phase 2,NA,2014,Lack efficacy + tolerability,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@@H]1CN(C[C@H]1C2=NC3=C(C=NN3C4CCOCC4)C(=O)N2)CC5=NC=CC=N5,IWXUVYOOUMLUTQ-CZUORRHYSA-N,135564558,OK
SB-742457,NA,5-HT6 antagonist,5-HT6 receptor,Alzheimer,Phase 2,NA,2014,Lack of efficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1CN(CCN1)C2=CC=CC3=CC(=CN=C32)S(=O)(=O)C4=CC=CC=C4,JJZFWROHYSMCMU-UHFFFAOYSA-N,11256720,OK
ABT-126,NA,nAChR agonist,_7_ nicotinic acetylcholine receptor,Alzheimer,Phase 2,NA,2014,Lack of efficacy,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C1C2CC3CN(C2)CC1C3OC4=NN=C(S4)C5=CC=CC=C5,QZDCYUCETTWCMO-UHFFFAOYSA-N,24987875,OK
Verubecestat,MK-8931,BACE inhibitor,_-site Amyloid Precursor Protein Cleaving Enzyme 1 (BACE1),Alzheimer disease,Phase 3,NA,2017,Futility / lack of efficacy; unfavorable benefit/risk,clinical_failure,CNS,efficacy,efficacy_failure,Discontinued for efficacy,C[C@]1(CS(=O)(=O)N(C(=N1)N)C)C2=C(C=CC(=C2)NC(=O)C3=NC=C(C=C3)F)F,YHYKUSGACIYRML-KRWDZBQOSA-N,51352361,OK
